SimulationID,CountPacketsSent,PacketsSentSum,CountPacketsReceived,PacketsReceivedSum,MeanEndToEndDelay,StddevEndToEndDelay,MinEndToEndDelay,MaxEndToEndDelay
f2b02b71-e432-4744-b726-a24e5325ff99,12,9177,34,48657,1.1384477580011,0.0093568397642295,1.115082578101,1.154046763864
cbcc2195-e85a-4d3f-a7f8-381737fe7380,27,17619,89,110702,0.001867122229382,0.0004969018774362,0.000454036,0.003577428
802ef2d2-67a7-4a4c-a410-dd79a5da6a93,14,8884,73,98016,0.0010136327396986,0.0003752399522728,0.0002329,0.002322277506
bc6bf46f-3b6c-4bb1-97e9-fc6ef461b30c,18,15656,90,122575,0.0009067116540111,0.0003659013579107,0.0003961656,0.0019373832
5c0fb7e8-4470-4fcd-88f6-3d63e8286e32,23,16403,134,184274,0.0009564854043582,0.000397794557323,0.000317908,0.002345819675
27adf361-ed12-4e45-919e-001c87227a91,23,16403,134,184274,0.0009544968676417,0.0003973866082697,0.0003168712,0.002344206275
--
