SimulationID,AdjustedLatency,AdjustedNetworkCost
8749ace5-e67b-4105-add3-d49c81c153ff,0.5863418992299,186.77999999999997
1ae9a757-fa80-496c-8514-b687757616b6,0.58410877206395,229.78
31955d37-9fe6-4576-9506-ea794a0afaa4,0.5870523132293,221.77999999999997
28c8a280-e80f-41c2-ba32-37a5457b2edd,0.5894472961051,224.77999999999997
f48a2c45-9f34-4467-a379-0af1f6d1b42a,0.5851940003772,251.78
6467d373-3b07-4ed0-b6bc-7ff4e9c314bb,0.5848210510628,246.78
af4bb4d1-691c-4ff9-be1f-0397372b2b65,0.58258916298665,237.78
152e1146-b3ff-4b38-8cf5-16ae287dbaec,0.5873391837493,218.77999999999997
902cea07-f86c-433a-95f0-f7b1a69289cd,0.58146717405355,242.77999999999997
451e6958-cd28-4ce2-a820-e6e6c5184650,0.58425823195415,227.78
4e4a42bf-68df-4ec2-be8b-63a0a5a4f9d2,0.5822097192167,215.78
069f0167-dead-4b0f-b236-a5e2bd867b09,0.5818404412005,205.77999999999997
070a8a1c-1386-4311-86b1-c44df3de820c,0.5820647583797,248.78
08ee2199-8b5c-42c6-b7b0-195cf94a76eb,0.5850141945171,274.78
bc2f94e5-44e7-4001-9678-2e4b983526a9,0.5842565134534,233.78
41699359-3603-4912-b021-6d03575d2c62,0.5846301630424,255.78
447bb6f1-f548-4447-8a91-c8d2f0d11a47,0.5863418992299,186.77999999999997
f00d822c-287e-4536-abda-be7d94811508,0.5844219674035,229.78
c21864d2-6d16-4423-9128-69811b59b3b3,0.5870523132293,221.77999999999997
340cc46a-3049-4d2f-8a03-93e70488c203,0.5863418992299,186.77999999999997
bbe79009-430e-4589-9d96-3ae584ee77c9,0.58410877206395,229.78
2e380071-d800-4684-b462-1b3ccc6c2bd6,0.58616264195465,200.77999999999997
ceec3229-49e8-42cc-9a4c-193003776524,0.5863418992299,186.77999999999997
c838f46b-10e7-4b40-9357-273bf39d1146,0.5873391837493,218.77999999999997
370f8d86-1e4f-42d2-9e2c-09300c5c6cb7,0.58424554475765,209.77999999999997
939fb5b7-549d-4a24-8a00-a90942f6535c,0.58425823195415,227.78
8f28176f-d153-4f71-8dcd-ea932dacd117,0.5822097192167,215.78
01f7a390-6543-44e8-9d7a-b759cf3a9e43,0.5818404412005,205.77999999999997
279ab129-f7ac-4c27-ab9d-1e0e86f5365c,0.5863418992299,186.77999999999997
33d621c9-a2b9-4b96-8534-f63cad0cd20c,0.58118453706895,249.77999999999997
139a70fe-debb-4916-a8cd-6404f796274c,0.5855634877143,202.77999999999997
1e861a70-6c8d-4f13-9d62-393027fa4813,0.5872064542813,239.77999999999997
c8130451-6fe2-4817-91bb-91363a39d2f8,0.5863418992299,186.77999999999997
94f1309e-b8cf-435d-adc2-f490c90109da,0.58279200403705,256.78
2a44dea1-7fa6-4dbe-90b7-ede94cecd2d3,0.5858298671678,289.78
053205db-7bac-4819-b3f1-8cd4c96e9976,0.5863418992299,186.77999999999997
33e20092-3d89-4a97-8074-dafbda4b61ff,0.5825261546773,284.78
ff605294-897f-40e7-9f2c-617b7a4f4a4d,0.5889068308621,209.77999999999997
bb93f19f-d776-4b56-b7ad-8c4dabca2a29,0.58620134640215,182.78
1ab50c1e-8483-4e59-8470-355668ee792b,0.5857527087864,240.77999999999997
aa16607c-a5e4-41ff-b5fd-60d8c5313c6c,0.58724563563205,236.78
c5dbcbc7-9a2b-4735-a760-090cbdc10513,0.585776511223,198.77999999999997
eee022c0-0ee7-4cba-a3a7-9078f32851e1,0.58435920816155,252.77999999999997
3be3d329-089a-4996-aa7d-4df9901df201,0.5870641046111,229.78
036b4f19-286f-4b0d-9242-52cbe8983bc2,0.58282567369675,218.77999999999997
82aa792b-2e29-4cb8-b110-46a09e084192,0.58162935996185,261.78000000000003
0de9745d-620b-4589-a130-837cde5a499c,0.5843649573238,222.77999999999997
11730910-e986-4934-8ab3-2b72c1272db7,0.5824897900727,233.77999999999997
eb371cf4-7a16-4874-a17c-197a2fdb9480,0.5863418992299,186.77999999999997
6dbc20f4-0cda-467c-874e-7e83fd5532e4,0.58801461268235,266.78000000000003
6356eeeb-38d6-404a-ada6-85f0e5b3aa9b,0.5858298671678,289.78
9030258d-d312-4e8d-9fb4-c6a0f1a8dc67,0.5863418992299,186.77999999999997
e987e187-ffea-416f-98c9-8777c01dfd3c,0.5835220706441,238.78
fedcf8c5-4920-414f-a48d-9bdada754704,0.5889068308621,209.77999999999997
624222c6-4971-429e-a359-0009ebef519e,0.58620134640215,182.78
0c61b7c0-a61e-4ddd-8bc4-01b8897791e0,0.5858298671678,289.78
45b89002-1eae-42af-9871-c1fed9befe9d,0.58480101108095,254.78
86c542a8-8ae8-4efe-a7da-26df3f9aaf10,0.585776511223,198.77999999999997
70157953-5d92-4999-9959-51e37d9fc7c6,0.5880190704124,240.77999999999997
8515d952-d0f3-4f4f-bf45-499ee2ede5de,0.5827923021638,274.78
abcbcce1-4ae7-4b82-a18b-0745a287e939,0.58282567369675,218.77999999999997
6776e425-75d0-4485-973d-b6ffea826572,0.58592944753515,231.78
6a4cc603-5faa-4d22-8633-c2b1bc19efc7,0.58483277977155,191.77999999999997
7f2c8e6d-ef0d-4a84-8a93-c7167bc1ce97,0.5837821172972,228.77999999999997
75821ad5-6e69-4de2-9cb3-9bddba33498a,0.5863418992299,186.77999999999997
aa79ec56-f7fd-473f-92c2-3e6c4312ddd0,0.58412181900615,260.78
84cf357e-567b-4f1a-b2b8-b1b794a2e8b1,0.58399006176485,265.78000000000003
74803dc7-497d-48a7-94af-5f1e457f4271,0.5852157134104,236.78
34017989-edd6-450b-8a1d-51ab21a919f3,0.58254941515,249.78
26b9b7e0-543e-4f12-a6ef-e44c88375171,0.587970142387,257.78
1e6b0d21-d19e-4321-a743-8dadc28c4ec7,0.58620134640215,182.78
7856b5c7-15ff-40ba-9087-9d530fd02cea,0.5850880015841,222.77999999999997
0721d787-f167-49ea-b7ed-0a1f6aa0022d,0.58495884853805,204.77999999999997
b82b2d59-20ae-400d-90a8-be974440001c,0.5830037752663,262.78
213d74de-acff-4e2b-ba9c-c411c5e1efba,0.5846113520525,275.78
cfe0b1e7-4213-42e2-ba8b-5f06bde83673,0.583990131608,226.77999999999997
e234968e-d866-4c59-8a3f-6e5401fa45e4,0.58361402883515,232.78
500d098f-4560-4a1c-8cb0-a40a863d291f,0.5831276136744,262.78000000000003
608de9e9-c9f4-47c2-a865-46c48f78305b,0.5859559747465,219.77999999999997
29aa41ef-2719-4c79-95fd-659d4b768d21,0.581581816369,235.77999999999997
cf5f7dbc-c60a-4b6f-bb6d-71351a64042f,0.5863418992299,186.77999999999997
1cf05d77-38ee-41c0-962c-03451293462f,0.58286569666135,251.78
8fda6b96-e091-435c-b16b-3063749157ed,0.58778771204475,226.77999999999997
d4668c62-c376-40ac-914b-5825db2f1b08,0.5863418992299,186.77999999999997
3e913047-8be8-4767-8a67-d70bc8f189a2,0.5863418992299,186.77999999999997
9d36cc35-86f6-474e-b56b-128c8477d185,0.585743464809,276.78000000000003
aecf4dfe-064c-4da7-bccb-ae9c6682326f,0.58620134640215,182.78
bbc27320-c8e4-4153-a216-cbfbc1f0d3b6,0.5850880015841,222.77999999999997
4df58234-2c95-453f-b930-e5545f1c5cd2,0.58495884853805,204.77999999999997
c2e0d326-d461-402f-ad42-4ad71b9d583f,0.58117874846225,258.78
50896239-81ae-4dc2-88a7-ef790fafc78f,0.5862111007663,273.78
e45eb1a0-d7fd-4be2-9933-640b7e49dbfd,0.583990131608,226.77999999999997
30800d33-f7d2-4474-a061-9672449323dd,0.5850663041172,280.78
fc73cbac-d0e3-456b-8fd6-1e82369b9b72,0.58720252656535,246.77999999999997
06d8c10e-d058-40fc-acee-c5dd1c501eaa,0.5859559747465,219.77999999999997
5744f186-8501-4346-b743-349d4c54b8e2,0.5863418992299,186.77999999999997
29c6c7d8-0c8d-4d7e-92e3-7956bb63eede,0.5863418992299,186.77999999999997
fa043445-c050-4db0-9241-bd167b43886d,0.582154706609,232.77999999999997
c2c9285d-7da1-4c02-bdf0-042d8daf8fe8,0.58526128515295,192.77999999999997
cd44b3a3-edf5-4d9b-a69e-a3c07496a502,0.5810532313499,232.77999999999997
bd89d287-5db7-4c29-8749-fd5345f96163,0.5856288231281,231.78
483fbf4c-8fdb-4f99-9cd3-7743c06eb7a8,0.58372278495625,258.78000000000003
2bf84e7f-d69a-4392-a2b7-f7910e17bdf3,0.58620134640215,182.78
4d1427e7-0ee5-420f-9d54-d7cca11790ce,0.58867629847905,218.77999999999997
8314833d-5e75-4cc3-8dcb-ee0aaa523fcf,0.58099066130785,208.77999999999997
6114773d-8a91-4cb9-99da-ded425626ad3,0.5853645944167,248.77999999999997
6f13a228-0af1-40e4-b0a4-08db9e2a5eca,0.58260982509155,257.78
75e14e65-fcc8-4949-bc30-9e94195da0e7,0.5842543448779,245.78
b9c3f5e6-5be4-423a-b1b3-7ba81bb8ae1e,0.58546801568105,201.78
74846fbe-9535-45ea-adbd-a0dc069b712b,0.58232333644795,267.78000000000003
4ea7c343-d0b2-4ad7-9b7b-9538f8118ee5,0.58265884182365,229.78
