workflow,design_point_queue_base.general.num_dp_queued,design_point_queue_base.general.num_dp_dequeued,workflow,manager.general.environment_start,manager.general.num_dp,manager.general.num_dp_unique,manager.general.num_eval_rc,manager.general.num_dp_finished,manager.general.environment_end,manager.general.environment_time,workflow,workflow,workflow,num_nodes,num_workers,num_sims,model,time_stamp
n1_w1_s1,1,1,n1_w1_s1,1694008497.8743896,1,1,1,1,1694008583.62004,85.74565029144287,n1_w1_s1,n1_w1_s1,n1_w1_s1,1,1,1,seq_comm,20230906_155456
